msisdn,age,gender
subscribers_08584,32,male
subscribers_08585,76,male
subscribers_08586,52,female
subscribers_08587,21,female
subscribers_08588,40,male
subscribers_08589,25,female
subscribers_08590,23,female
subscribers_08591,31,female
subscribers_08592,15,female
subscribers_08593,58,male
subscribers_08594,23,male
subscribers_08595,23,female
subscribers_08596,22,male
subscribers_08597,61,male
subscribers_08598,39,female
subscribers_08599,46,female
subscribers_08600,62,male
subscribers_08601,26,female
subscribers_08602,29,male
subscribers_08603,40,female
subscribers_08604,15,male
subscribers_08605,46,male
subscribers_08606,49,male
subscribers_08607,16,male
subscribers_08608,27,male
subscribers_08609,16,female
subscribers_08610,53,male
subscribers_08611,45,female
subscribers_08612,44,female
subscribers_08613,37,female
subscribers_08614,41,female
subscribers_08615,39,male
subscribers_08616,53,female
subscribers_08617,17,male
subscribers_08618,45,female
subscribers_08619,41,female
subscribers_08620,69,male
subscribers_08621,52,male
subscribers_08622,71,female
subscribers_08623,20,male
subscribers_08624,39,female
subscribers_08625,53,male
subscribers_08626,24,female
subscribers_08627,25,female
subscribers_08628,30,female
subscribers_08629,46,female
subscribers_08630,60,male
subscribers_08631,63,female
subscribers_08632,72,male
subscribers_08633,61,female
subscribers_08634,58,male
subscribers_08635,84,male
subscribers_08636,34,male
subscribers_08637,46,female
subscribers_08638,27,male
subscribers_08639,27,female
subscribers_08640,37,female
subscribers_08641,46,male
subscribers_08642,51,male
subscribers_08643,43,female
subscribers_08644,54,male
subscribers_08645,83,male
subscribers_08646,35,female
subscribers_08647,85,male
subscribers_08648,41,male
subscribers_08649,59,male
subscribers_08650,32,male
subscribers_08651,58,female
subscribers_08652,29,male
subscribers_08653,65,male
subscribers_08654,68,female
subscribers_08655,32,male
subscribers_08656,30,male
subscribers_08657,25,female
subscribers_08658,16,female
subscribers_08659,54,female
subscribers_08660,28,female
subscribers_08661,41,male
subscribers_08662,22,male
subscribers_08663,24,female
subscribers_08664,82,female
subscribers_08665,74,male
subscribers_08666,51,male
subscribers_08667,27,female
subscribers_08668,82,male
subscribers_08669,88,female
subscribers_08670,15,female
subscribers_08671,65,male
subscribers_08672,17,female
subscribers_08673,60,male
subscribers_08674,15,female
subscribers_08675,35,male
subscribers_08676,20,male
subscribers_08677,43,male
subscribers_08678,33,female
subscribers_08679,44,male
subscribers_08680,68,male
subscribers_08681,51,male
subscribers_08682,48,female
subscribers_08683,27,female
subscribers_08684,21,female
subscribers_08685,32,female
subscribers_08686,52,male
subscribers_08687,19,female
subscribers_08688,62,male
subscribers_08689,23,male
subscribers_08690,62,female
subscribers_08691,58,female
subscribers_08692,17,male
subscribers_08693,42,male
subscribers_08694,64,male
subscribers_08695,19,female
subscribers_08696,34,male
subscribers_08697,71,female
subscribers_08698,43,female
subscribers_08699,27,female
subscribers_08700,17,female
subscribers_08701,34,male
subscribers_08702,29,male
subscribers_08703,61,male
subscribers_08704,55,female
subscribers_08705,54,female
subscribers_08706,85,male
subscribers_08707,57,female
subscribers_08708,36,male
subscribers_08709,56,male
subscribers_08710,22,female
subscribers_08711,75,male
subscribers_08712,55,male
subscribers_08713,30,male
subscribers_08714,23,female
subscribers_08715,30,female
subscribers_08716,68,female
subscribers_08717,58,female
subscribers_08718,42,female
subscribers_08719,56,male
subscribers_08720,37,female
subscribers_08721,30,male
subscribers_08722,21,female
subscribers_08723,67,female
subscribers_08724,41,male
subscribers_08725,15,female
subscribers_08726,52,female
subscribers_08727,27,female
subscribers_08728,41,female
subscribers_08729,92,female
subscribers_08730,51,female
subscribers_08731,58,male
subscribers_08732,26,male
subscribers_08733,58,male
subscribers_08734,21,male
subscribers_08735,36,female
subscribers_08736,17,male
subscribers_08737,46,female
subscribers_08738,43,male
subscribers_08739,51,female
subscribers_08740,43,female
subscribers_08741,21,male
subscribers_08742,51,female
subscribers_08743,48,female
subscribers_08744,24,male
subscribers_08745,40,male
subscribers_08746,75,male
subscribers_08747,18,male
subscribers_08748,26,male
subscribers_08749,63,female
subscribers_08750,25,female
subscribers_08751,36,male
subscribers_08752,49,female
subscribers_08753,34,female
subscribers_08754,21,female
subscribers_08755,42,female
subscribers_08756,61,male
subscribers_08757,28,male
subscribers_08758,59,male
subscribers_08759,55,male
subscribers_08760,47,male
subscribers_08761,52,female
subscribers_08762,52,male
subscribers_08763,19,male
subscribers_08764,64,female
subscribers_08765,65,male
subscribers_08766,35,female
subscribers_08767,27,male
subscribers_08768,58,female
subscribers_08769,19,male
subscribers_08770,39,female
subscribers_08771,24,female
subscribers_08772,23,male
subscribers_08773,40,male
subscribers_08774,54,female
subscribers_08775,51,female
subscribers_08776,59,male
subscribers_08777,45,female
subscribers_08778,15,male
subscribers_08779,19,female
subscribers_08780,49,male
subscribers_08781,45,female
subscribers_08782,78,male
subscribers_08783,25,male
subscribers_08784,48,male
subscribers_08785,64,male
subscribers_08786,30,female
subscribers_08787,22,female
subscribers_08788,54,male
subscribers_08789,48,female
subscribers_08790,39,male
subscribers_08791,61,male
subscribers_08792,39,female
subscribers_08793,45,male
subscribers_08794,76,female
subscribers_08795,63,male
subscribers_08796,56,female
subscribers_08797,21,female
subscribers_08798,34,male
subscribers_08799,28,male
subscribers_08800,15,female
subscribers_08801,22,male
subscribers_08802,43,male
subscribers_08803,91,male
subscribers_08804,32,female
subscribers_08805,75,female
subscribers_08806,32,female
subscribers_08807,77,male
subscribers_08808,83,female
subscribers_08809,41,male
subscribers_08810,64,female
subscribers_08811,75,female
subscribers_08812,57,female
subscribers_08813,23,female
subscribers_08814,16,male
subscribers_08815,33,male
subscribers_08816,28,female
subscribers_08817,56,female
subscribers_08818,35,male
subscribers_08819,63,female
subscribers_08820,67,female
subscribers_08821,43,male
subscribers_08822,29,male
subscribers_08823,61,female
subscribers_08824,38,male
subscribers_08825,58,female
subscribers_08826,45,male
subscribers_08827,56,female
subscribers_08828,71,male
subscribers_08829,59,male
subscribers_08830,18,male
subscribers_08831,43,female
subscribers_08832,39,male
subscribers_08833,34,female
subscribers_08834,61,female
subscribers_08835,22,female
subscribers_08836,52,male
subscribers_08837,63,male
subscribers_08838,30,male
subscribers_08839,60,female
subscribers_08840,47,male
subscribers_08841,25,male
subscribers_08842,19,female
subscribers_08843,21,female
subscribers_08844,55,female
subscribers_08845,42,female
subscribers_08846,44,male
subscribers_08847,26,male
subscribers_08848,17,male
subscribers_08849,28,female
subscribers_08850,51,male
subscribers_08851,51,female
subscribers_08852,64,female
subscribers_08853,17,male
subscribers_08854,47,male
subscribers_08855,17,female
subscribers_08856,29,female
subscribers_08857,20,female
subscribers_08858,44,female
subscribers_08859,23,male
subscribers_08860,45,female
subscribers_08861,19,female
subscribers_08862,18,female
subscribers_08863,43,female
subscribers_08864,52,male
subscribers_08865,91,female
subscribers_08866,43,male
subscribers_08867,20,male
subscribers_08868,25,female
subscribers_08869,28,male
subscribers_08870,27,male
subscribers_08871,68,female
subscribers_08872,51,male
subscribers_08873,51,male
subscribers_08874,62,male
subscribers_08875,57,male
subscribers_08876,56,female
subscribers_08877,38,female
subscribers_08878,79,male
subscribers_08879,42,male
subscribers_08880,19,male
subscribers_08881,45,male
subscribers_08882,50,male
subscribers_08883,36,male
subscribers_08884,29,female
subscribers_08885,57,male
subscribers_08886,24,female
subscribers_08887,25,female
subscribers_08888,60,female
subscribers_08889,54,male
subscribers_08890,38,female
subscribers_08891,33,female
subscribers_08892,63,female
subscribers_08893,26,male
subscribers_08894,45,male
subscribers_08895,18,female
subscribers_08896,52,female
subscribers_08897,21,male
subscribers_08898,19,male
subscribers_08899,84,female
subscribers_08900,49,male
subscribers_08901,64,male
subscribers_08902,64,male
subscribers_08903,50,male
subscribers_08904,33,female
subscribers_08905,60,female
subscribers_08906,55,male
subscribers_08907,36,female
subscribers_08908,65,female
subscribers_08909,47,female
subscribers_08910,20,male
subscribers_08911,15,male
subscribers_08912,17,female
subscribers_08913,63,male
subscribers_08914,88,male
subscribers_08915,21,female
subscribers_08916,56,female
subscribers_08917,62,female
subscribers_08918,63,female
subscribers_08919,65,male
subscribers_08920,33,female
subscribers_08921,29,female
subscribers_08922,20,female
subscribers_08923,58,male
subscribers_08924,52,male
subscribers_08925,28,male
subscribers_08926,30,male
subscribers_08927,43,male
subscribers_08928,64,male
subscribers_08929,54,female
subscribers_08930,26,male
subscribers_08931,15,male
subscribers_08932,25,female
subscribers_08933,38,male
subscribers_08934,24,male
subscribers_08935,31,female
subscribers_08936,32,female
subscribers_08937,29,male
subscribers_08938,65,male
subscribers_08939,17,male
subscribers_08940,38,male
subscribers_08941,44,male
subscribers_08942,24,male
subscribers_08943,62,female
subscribers_08944,20,female
subscribers_08945,23,male
subscribers_08946,17,male
subscribers_08947,61,female
subscribers_08948,30,female
subscribers_08949,77,male
subscribers_08950,66,female
subscribers_08951,25,male
subscribers_08952,38,male
subscribers_08953,57,female
subscribers_08954,28,female
subscribers_08955,18,male
subscribers_08956,63,male
subscribers_08957,55,female
subscribers_08958,47,male
subscribers_08959,29,male
subscribers_08960,54,male
subscribers_08961,48,female
subscribers_08962,23,female
subscribers_08963,50,female
subscribers_08964,59,male
subscribers_08965,27,female
subscribers_08966,31,female
subscribers_08967,60,male
subscribers_08968,50,female
subscribers_08969,69,male
subscribers_08970,18,male
subscribers_08971,50,male
subscribers_08972,34,male
subscribers_08973,40,female
subscribers_08974,56,male
subscribers_08975,52,male
subscribers_08976,16,male
subscribers_08977,53,female
subscribers_08978,30,female
subscribers_08979,53,female
subscribers_08980,28,female
subscribers_08981,41,male
subscribers_08982,35,male
subscribers_08983,45,female
subscribers_08984,57,male
subscribers_08985,73,female
subscribers_08986,36,male
subscribers_08987,84,male
subscribers_08988,44,male
subscribers_08989,15,male
subscribers_08990,23,male
subscribers_08991,33,male
subscribers_08992,21,female
subscribers_08993,24,female
subscribers_08994,36,male
subscribers_08995,54,male
subscribers_08996,66,male
subscribers_08997,54,male
subscribers_08998,29,male
subscribers_08999,39,male
subscribers_09000,24,male
subscribers_09001,32,male
subscribers_09002,25,female
subscribers_09003,52,male
subscribers_09004,46,male
subscribers_09005,32,male
subscribers_09006,46,female
subscribers_09007,59,female
subscribers_09008,50,male
subscribers_09009,91,female
subscribers_09010,24,male
subscribers_09011,30,male
subscribers_09012,15,male
subscribers_09013,59,female
subscribers_09014,30,female
subscribers_09015,39,female
subscribers_09016,29,female
subscribers_09017,35,male
subscribers_09018,49,male
subscribers_09019,15,male
subscribers_09020,35,male
subscribers_09021,37,male
subscribers_09022,36,male
subscribers_09023,44,female
subscribers_09024,35,male
subscribers_09025,19,female
subscribers_09026,17,female
subscribers_09027,15,female
subscribers_09028,17,female
subscribers_09029,66,female
subscribers_09030,21,male
subscribers_09031,50,male
subscribers_09032,55,female
subscribers_09033,67,male
subscribers_09034,85,female
subscribers_09035,35,female
subscribers_09036,35,male
subscribers_09037,37,female
subscribers_09038,65,male
subscribers_09039,37,female
subscribers_09040,34,female
subscribers_09041,71,female
subscribers_09042,65,male
subscribers_09043,28,female
subscribers_09044,27,male
subscribers_09045,45,male
subscribers_09046,34,female
subscribers_09047,28,male
subscribers_09048,56,male
subscribers_09049,44,female
subscribers_09050,55,male
subscribers_09051,58,male
subscribers_09052,33,male
subscribers_09053,30,male
subscribers_09054,34,female
subscribers_09055,52,male
subscribers_09056,34,female
subscribers_09057,69,male
subscribers_09058,29,male
subscribers_09059,56,male
subscribers_09060,35,male
subscribers_09061,39,female
subscribers_09062,33,male
subscribers_09063,27,female
subscribers_09064,43,female
subscribers_09065,18,female
subscribers_09066,51,male
subscribers_09067,15,male
subscribers_09068,64,male
subscribers_09069,16,male
subscribers_09070,26,female
subscribers_09071,64,male
subscribers_09072,34,female
subscribers_09073,17,female
subscribers_09074,73,female
subscribers_09075,21,female
subscribers_09076,37,male
subscribers_09077,21,female
subscribers_09078,36,male
subscribers_09079,51,male
subscribers_09080,37,female
subscribers_09081,29,female
subscribers_09082,28,male
subscribers_09083,65,male
subscribers_09084,48,female
subscribers_09085,56,male
subscribers_09086,43,male
subscribers_09087,49,female
subscribers_09088,32,male
subscribers_09089,65,female
subscribers_09090,64,male
subscribers_09091,21,male
